sample	origin_pop	origin_type	treatment_pop	treatment_type	code	comparison_type	comparison_pop	comparison_3levels	F_FW_rosette	F_FW_aboveground_tot	F_FW_root	F_DW_rosette	F_DW_aboveground_tot	F_DW_root	F_RGR_max	F_WC1	F_WC2	F_LMA	F_fvfm	F_PIabs	F_Zn_S	F_Cd_S	F_Pb_S	F_Mg_S	F_Ca_S	F_K_S	F_Na_S	F_Cu_S	F_Fe_S	F_P_S	F_Zn_R	F_Cd_R	F_Pb_R	F_Mg_R	F_Ca_R	F_K_R	F_Na_R	F_Cu_R	F_Fe_R	F_P_R	F_rosette_hight	F_stem_nr	F_max_stem_length	F_epid_up	F_mes	F_epid_low	F_whole_leaf	F_cuti_up	F_cuti_low	F_stom_size_up_la	F_stom_size_up_sa	F_stom_area_up	F_stom_size_low_la	F_stom_size_low_sa	F_stom_area_low	F_stom_dens_low	F_stom_dens_up	F_palisade_long	F_palisade_short	F_trich_dens_up	F_trich_dens_low	F_whole_leaf_added	F_epid_up_propa	F_mes_propa	F_epid_low_propa	F_protection	F_assim_protection_prop	F_epid_up_propb	F_mes_propb	F_epid_low_propb	F_palisade_index	F_pollen_n_alive	F_pollen_n_dead	F_pollen_n_degen	F_pollen_n_deaddegen	F_pollen_n_all	F_pollen_viability_perc	F_pollen_dead_perc	F_pollen_degen_perc	F_pollen_deaddegen_perc	F_pollen_diameter
NM_PL35_107	NM_PL35	NM	M_PL27	M	NM_PL35_107_M_PL27	allopatric	allopatric	far_allopatric	4.979	7.963	0.915	1.006	2.062	0.194	0.045391853	80.95238095	4.25	0.003317617	0.797	3.2638	14367	137	34.5	7216	19037	19591	48	3.4	576.131	0.21	5187	34.3	109.9	2175	3741	14109	87	10	263.5585	0.19	4.5	11	58	25.2749995	144.800003	22.245	183.6100005	0.635	0.65	17.73416658	15.105	210.8610473	20.16583325	15.27083333	241.8150088	122.5490196	262.605042	46.2349985	35.06	0.201516145	0	192.3200025	0.137655898	0.788628085	0.121153532	47.5199995	3.047138142	0.131421585	0.752911819	0.115666596	1.318739261	269	140	15	155	424	63.44	33.02	3.54	36.55660377	18.46166667
NM_PL35_107	NM_PL35	NM	NM_PL14	NM	NM_PL35_107_NM_PL14	sympatric	allopatric	near_allopatric	7.852	10.579	0.245	1.07	1.553	0.115	0.032331288	85.0140056	5.673	0.001828957	0.836	3.6413	9231	93	2.2	4714	12621	17959	90	7.8	3035.053	0.43	4402	33.8	2.3	1058	2777	12490	65	15.4	2344.337	0.4	2	22	51.33333333	26.91	140.2350005	21.1899995	171.5250015	0.66	0.565	17.68749975	14.78166675	206.0676501	19.45583283	14.85416667	227.2900796	140.0560224	262.605042	34.8650005	33.135	0.134344097	0	188.335	0.15688675	0.817577608	0.123538839	48.0999995	2.915488606	0.142883691	0.744604033	0.112512276	1.052210668	295.5	72.5	14.5	87	382.5	77.25	18.95	3.79	22.74509804	17.81666667
NM_PL35_107	NM_PL35	NM	NM_PL35	NM	NM_PL35_107_NM_PL35	sympatric	sympatric	sympatric	11.128	11.128	3.428	2.0077	2.0077	0.8673	0.018053341	75.64102564	3.105	0.01539	0.771666667	1.731	2137	11.3	1.1	2441	5861	16159	26	3.6	846.915	0.3	2361	6.7	1.6	709	2202	7346	70	4.7	360.1315	0.22	0	19	54.33333333	19.805	206.32	19.54	246.315	0.62	0.515	18.65916683	14.72833333	215.8146022	18.60833333	14.35916667	210.3186456	315.1260504	175.070028	55.779999	38.7150005	0.067172048	0	245.665	0.080405172	0.837626616	0.079329314	39.345	5.243868344	0.080617915	0.839842875	0.07953921	1.440785181	241	144	7	151	392	61.48	36.73	1.79	38.52040816	18.11833333
NM_PL35_108	NM_PL35	NM	M_PL22	M	NM_PL35_108_M_PL22	allopatric	allopatric	far_allopatric	NA	NA	NA	NA	NA	NA	0.019432598	NA	NA	NA	0.788	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	300	70	1	71	371	80.86	18.87	0.27	19.13746631	19.35166667
NM_PL35_108	NM_PL35	NM	M_PL27	M	NM_PL35_108_M_PL27	allopatric	allopatric	far_allopatric	0.88	0.88	0.747	0.25	0.25	0.16	0.058014728	82.92682927	4.857	0.003070845	0.808	2.7783	8604	121.7	370	8114	17421	22187	194	5	2246.944	0.16	3002	104.6	1190.1	2687	5952	8685	37	5.5	766.366	0.08	4	23	68.66666667	20.835	133.680004	18.110001	168.3499985	0.82	0.565	17.81583292	14.34	201.2002337	17.87416675	14.2425	200.3000683	157.5630252	332.6330532	47.129999	38.0500015	1.007580726	0	172.625005	0.123760025	0.794060025	0.107573514	38.945001	3.432533074	0.120695145	0.774395366	0.104909489	1.238633302	278	117	22	139	417	66.67	28.06	5.28	33.33333333	17.86166667
NM_PL35_108	NM_PL35	NM	NM_PL14	NM	NM_PL35_108_NM_PL14	sympatric	allopatric	near_allopatric	6.603	8.746	0.268	0.766	1.021	0.067	0.023863131	89.70588235	8.714	0.007456371	0.828666667	2.9533	7459	97.7	1.6	5271	12650	17894	67	6.1	1381.585	0.58	3163	51.5	1.8	1100	3646	12330	56	16.9	620.433	0.52	1	18.66666667	31.33333333	16.11	117.375	10.8	144.9050065	0.565	0.58	17.1375	14.07583333	191.897819	15.93000008	13.48833333	168.7033954	350.140056	420.1680672	42.2200015	28.29	1.074752774	0.067172048	144.285	0.111176283	0.810013421	0.074531586	26.91	4.361761427	0.111654018	0.813494126	0.074851856	1.492400194	413	39	13	52	465	88.82	8.39	2.8	11.1827957	19.52333333
NM_PL35_108	NM_PL35	NM	NM_PL35	NM	NM_PL35_108_NM_PL35	sympatric	sympatric	sympatric	1.824	1.824	1.349	0.4201	0.4201	0.2667	0.026885678	83.33333333	5	0.011406789	0.814833333	2.069	2620	17.7	1.2	1943	4317	16079	45	4.3	763.158	0.37	2893	28.2	1	1226	4597	8028	58	6.8	414.944	0.2	0	12.33333333	43.33333333	18.3099995	152.4349975	16.215	181.280002	0.55	0.6	18.16000008	14.23	203.2479032	18.055833	14.86249992	211.2448278	315.1260504	262.605042	48.8199995	36.290001	1.007580726	0	186.959997	0.101003968	0.840881486	0.089447263	34.5249995	4.415206364	0.097935386	0.815334831	0.086729783	1.345274129	222	116	17	133	355	62.54	32.68	4.79	37.46478873	17.625
NM_PL35_109	NM_PL35	NM	M_PL22	M	NM_PL35_109_M_PL22	allopatric	allopatric	far_allopatric	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NM_PL35_109	NM_PL35	NM	M_PL27	M	NM_PL35_109_M_PL27	allopatric	allopatric	far_allopatric	2.725	2.725	1.279	0.457	0.457	0.2804	0.023255088	83.58208955	5.091	0.006402053	0.787	3.2077	10214	126.6	196.4	5732	10171	17762	40	4.9	699.786	0.27	4623	67.8	914.7	2411	4754	9938	83	11.5	1029.001	0.14	2.333333333	16.66666667	66.33333333	23.45	135.449997	18.4100005	171.119995	0.74	0.645	16.76999992	16.03000017	211.9872905	17.74916683	16.21583308	226.0510661	157.5630252	455.1820728	50.129999	37.9500005	0.201516145	0	177.3099975	0.13703834	0.791549795	0.107585326	41.8600005	3.235785843	0.132254246	0.763916299	0.103829456	1.320948573	587	8	16	24	611	96.07	1.31	2.62	3.927986907	16.76166667
NM_PL35_109	NM_PL35	NM	NM_PL14	NM	NM_PL35_109_NM_PL14	sympatric	allopatric	near_allopatric	1.645	1.976	0.348	0.204	0.324	0.133	0.033030105	86.51252408	6.414	0.004533594	0.835	3.6555	9922	65.1	1.8	6020	14597	24111	111	7.1	2264.933	0.46	6295	49.3	3.2	1878	4932	12947	120	13.7	2983.831	0.54	1.5	34	63	21.660001	132.4000015	18.08	164.854996	0.655	0.5	16.49000033	14.96000017	194.5268407	16.21416667	14.13916658	181.4655965	175.070028	192.5770308	33.299999	23.7550005	0.067172048	0	172.1400025	0.131388199	0.803130052	0.109672139	39.740001	3.331655716	0.125827819	0.769141394	0.105030787	1.401810074	523	6	1	7	530	98.68	1.13	0.19	1.320754717	19.02166667
NM_PL35_109	NM_PL35	NM	NM_PL35	NM	NM_PL35_109_NM_PL35	sympatric	sympatric	sympatric	5.53	5.53	2.481	0.9164	0.9164	0.568	0.024276517	80.28169014	4.071	0.017814072	0.807	2.0807	2799	8.6	8.8	2323	5443	16653	83	5	6971.634	0.52	2953	5.9	2.9	1553	2846	8362	76	5.5	3239.633	0.28	0.5	20	45	19.585	185.6500015	18.1549995	213.090004	0.535	0.545	16.85249983	13.9425	184.8658528	15.60583333	12.58333333	155.0961688	507.7030812	262.605042	63.9999985	34.795	0	0	223.390001	0.09190952	0.87122811	0.085198738	37.7399995	4.919183995	0.087671784	0.831057794	0.081270421	1.83934469	386	6	11	17	403	95.78	1.49	2.73	4.218362283	14.81166667
NM_PL35_110	NM_PL35	NM	M_PL22	M	NM_PL35_110_M_PL22	allopatric	allopatric	far_allopatric	0.583	0.583	0.664	0.1008	0.1008	0.1067	0.018430849	81.72588832	4.472	0.009941262	0.766333333	1.0167	7048	65.8	328.2	4168	13453	14947	43	14.6	3514.994	0.51	3382	156.8	158.9	2245	5549	16804	51	9.1	669.5285	0.3	NA	NA	NA	16.405	97.8150025	13.93	118.420002	0.57	0.56	16.43416683	14.28333333	184.4984473	15.93916658	13.15416667	165.3003681	472.6890756	437.67507	31.429999	22.3199995	0.738892532	0	128.1500025	0.13853234	0.826000683	0.117632155	30.335	3.224493242	0.128014044	0.763285217	0.108700739	1.408154109	239	1	0	1	240	99.58	0.42	0	0.416666667	18.34333333
NM_PL35_110	NM_PL35	NM	M_PL27	M	NM_PL35_110_M_PL27	allopatric	allopatric	far_allopatric	NA	NA	NA	NA	NA	NA	0.038592986	NA	NA	0.003503587	0.774333333	1.654	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.333333333	12.66666667	58	20.6949995	131.9850005	19.6099995	167.340004	0.785	0.655	18.97666658	13.79833333	205.5924982	18.26083325	13.24666667	189.8138361	87.53501401	332.6330532	49.8600005	39.92	0.537376387	0	172.2899995	0.123670366	0.788723541	0.11718656	40.304999	3.274655844	0.120117242	0.766063038	0.11381972	1.248998009	733	10	4	14	747	98.13	1.34	0.54	1.87416332	17.55166667
NM_PL35_110	NM_PL35	NM	NM_PL14	NM	NM_PL35_110_NM_PL14	sympatric	allopatric	near_allopatric	1.574	3.31	0.042	0.235	0.599	0.016	0.019692485	89.6373057	8.65	0.001461961	0.82	2.4637	4633	60.7	2.7	4196	12306	24668	103	8	2802.232	0.48	2370	43.4	1.9	1205	8930	10840	94	14.8	584.5098	0.67	1.666666667	18	49	20.070001	121.529995	12.985	140.4199985	0.58	0.5	16.86333342	13.17	175.8207981	16.60000008	13.25583333	173.3329705	437.67507	385.1540616	41.6450005	30.47	0	0	154.584996	0.142928366	0.865474977	0.092472583	33.055001	3.676599344	0.129831494	0.786169409	0.083999097	1.366754201	675	42	41	83	758	89.05	5.54	5.41	10.94986807	18.625
NM_PL35_110	NM_PL35	NM	NM_PL35	NM	NM_PL35_110_NM_PL35	sympatric	sympatric	sympatric	2.365	2.365	1.873	0.3978	0.3978	0.3707	0.019411016	77.07509881	3.362	0.007292803	0.743333333	0.5577	4306	16.4	2.1	2490	5590	17676	39	3.7	1453.836	0.44	2039	17.7	1.8	1326	3809	9750	38	4.9	555.8735	0.29	0	25.66666667	57.66666667	19.1050005	139.4699975	23.5150005	179.1749955	0.57	0.575	19.73249975	14.05916667	217.8847565	17.66750008	14.22166667	197.9985639	420.1680672	262.605042	44.2849995	33.53	0.067172048	0	182.0899985	0.106627604	0.77840101	0.131240414	42.620001	3.272407185	0.104920647	0.765939912	0.12913944	1.320757516	614	4	0	4	618	99.35	0.65	0	0.647249191	17.29166667
NM_PL35_111	NM_PL35	NM	M_PL22	M	NM_PL35_111_M_PL22	allopatric	allopatric	far_allopatric	NA	NA	NA	NA	NA	NA	0.023810849	NA	NA	0.003234442	0.826	1.417	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.415	119.720001	15.005	146.2200015	0.635	0.575	17.33499992	15.00249992	204.7196904	17.10249992	14.36416667	193.136581	245.0980392	420.1680672	40.914999	33.3999995	0.738892532	0	155.140001	0.139618382	0.818766241	0.10261934	35.42	3.380011321	0.13159082	0.771690088	0.096719092	1.224999988	66	37	0	37	103	64.08	35.92	0	35.9223301	16.0925
NM_PL35_111	NM_PL35	NM	M_PL27	M	NM_PL35_111_M_PL27	allopatric	allopatric	far_allopatric	NA	NA	NA	NA	NA	NA	0.039165254	NA	NA	NA	0.811	2.6493	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	12.33333333	62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	376	148	16	164	540	69.63	27.41	2.96	30.37037037	17.14
NM_PL35_111	NM_PL35	NM	NM_PL14	NM	NM_PL35_111_NM_PL14	sympatric	allopatric	near_allopatric	2.491	2.491	0.16	0.39	0.39	0.082	0.01734347	88.44444444	7.654	0.003665384	0.8375	2.2735	5033	93.1	6.3	3992	10089	18886	87	7.1	1775.868	0.47	2703	51.9	1	872	4990	15600	58	17.5	331.1135	0.59	0	16	53.66666667	18.964999	140.175003	17.4849995	165.1050035	0.565	0.56	16.0741665	14.4625	182.7325084	16.28166667	13.735	175.568488	157.5630252	332.6330532	33.535001	35.99	0.067172048	0	176.6250015	0.114866289	0.849005179	0.105902299	36.4499985	3.845679253	0.107374374	0.793630583	0.098995042	0.931786635	459	75	23	98	557	53.68	42.19	4.13	46.31956912	18.74333333
NM_PL35_111	NM_PL35	NM	NM_PL35	NM	NM_PL35_111_NM_PL35	sympatric	sympatric	sympatric	3.751	3.751	3.039	0.6804	0.6804	0.6923	0.027791256	75	3	0.009951499	0.815	2.126	2384	29.5	3.7	1595	4500	13836	33	4.2	1471.866	0.29	1951	24.5	0.9	1299	3340	9613	29	3.3	794.7175	0.21	0	27	60.33333333	25.490001	132.654999	18.405	167.9850005	0.72	0.63	16.91583342	14.36666667	191.1033766	17.04833308	14.65833333	196.3424956	262.605042	262.605042	43.3149985	28.1400005	0	0	176.55	0.151739744	0.789683594	0.109563354	43.895001	3.022098097	0.144378369	0.751373543	0.104248088	1.539267865	42	88	3	91	133	31.58	66.17	2.26	68.42105263	18.46
